Q1,T1,Tsp
95.42276448308948,60.537,61.0
95.4598244412041,60.537,61.0
63.527963696250936,60.795,56.0
62.55440383159639,60.892,56.0
60.399804394912735,61.182,56.0
59.98518874866487,61.182,56.0
59.570604137802135,61.182,56.0
58.96119812202457,61.214,56.0
58.54386062671665,61.214,56.0
58.32102140708925,61.182,56.0
57.90624663036348,61.182,56.0
57.49141087009431,61.182,56.0
57.07663747711183,61.182,56.0
56.272950673065196,61.246,56.0
56.047563353729274,61.214,56.0
55.824991295394895,61.182,56.0
55.410068359298705,61.182,56.0
56.369560378952016,60.956,56.0
54.993821304321315,61.117,56.0
54.1889628111267,61.182,56.0
55.14844802474974,60.956,56.0
55.34152209407806,60.859,56.0
55.93165431583405,60.698,56.0
56.53455802099229,60.537,56.0
57.93451101993561,60.247,56.0
57.983643634414676,60.183,56.0
59.022921063880915,59.957,56.0
59.09529669347762,59.893,56.0
60.352342914829265,59.635,56.0
60.256051236057274,59.603,56.0
59.967615241565696,59.603,56.0
59.87987013677596,59.57,56.0
59.78878148225786,59.538,56.0
60.09528712858199,59.441,56.0
59.819914981441485,59.441,56.0
60.322849199733724,59.313,56.0
60.452983799953486,59.248,56.0
60.19296463857653,59.248,56.0
59.933013437099476,59.248,56.0
59.673069421901715,59.248,56.0
60.787193277149214,59.022,56.0
60.93432889730455,58.958,56.0
60.89219688329696,58.926,56.0
60.65809121114731,58.926,56.0
61.797977399654386,58.7,56.0
61.97108110967636,58.636,56.0
61.95475326223375,58.604,56.0
63.120372656307225,58.378,56.0
63.519859112701425,58.281,56.0
65.29507140739439,57.959,56.0
65.92257960861207,57.83,56.0
66.94959847043991,57.637,56.0
67.79743094442368,57.476,56.0
66.90100359052659,57.604,56.0
67.16172410673141,57.54,56.0
68.41250480886458,57.314,56.0
68.30730734048842,57.314,56.0
68.20211673925398,57.314,56.0
68.09698648866652,57.314,56.0
67.99185608770368,57.314,56.0
66.12346963781354,57.604,56.0
66.38422278760908,57.54,56.0
67.23979531625746,57.379,56.0
67.52457469007489,57.314,56.0
69.37721147352217,56.992,56.0
69.29784059400556,56.992,56.0
69.80210013013836,56.896,56.0
70.71532413038248,56.734,56.0
70.6565980264091,56.734,56.0
70.79241036352155,56.702,56.0
70.93077279256816,56.67,56.0
70.87714562391277,56.67,56.0
70.82354016717906,56.67,56.0
72.72768898950574,56.348,56.0
72.5052773275947,56.38,56.0
70.9062110306358,56.638,56.0
70.66057522321695,56.67,56.0
68.649136228466,56.992,56.0
68.95888205060956,56.928,56.0
70.06413182474131,56.734,56.0
70.39452655969615,56.67,56.0
72.29866697221752,56.348,56.0
72.66602080253595,56.283,56.0
74.21202044252392,56.025,56.0
74.21001994470593,56.025,56.0
74.20801857189176,56.025,56.0
74.20601837591168,56.025,56.0
74.20401733831403,56.025,56.0
73.61225658903119,56.122,56.0
74.19225514898298,56.025,56.0
74.19025385770796,56.025,56.0
73.40392190282817,56.154,56.0
72.8018291012001,56.251,56.0
72.19198389734267,56.348,56.0
72.16411736696242,56.348,56.0
72.13627251489638,56.348,56.0
72.10842984659193,56.348,56.0
72.28121676685332,56.315,56.0
72.45056131296154,56.283,56.0
72.23335360450743,56.315,56.0
72.59726737125395,56.251,56.0
72.77173562526698,56.219,56.0
72.36509070247645,56.283,56.0
73.12675983440393,56.154,56.0
73.50355845767969,56.09,56.0
73.89155825454709,56.025,56.0
73.88955719930647,56.025,56.0
73.88755585939406,56.025,56.0
73.8855556624603,56.025,56.0
74.07811595005032,55.993,56.0
74.27323808345793,55.961,56.0
74.47091946746822,55.929,56.0
75.8507020644569,55.703,56.0
76.06903497249601,55.671,56.0
77.66400071611405,55.413,56.0
77.90555366802214,55.381,56.0
77.95507976016997,55.381,56.0
79.96239689489364,55.059,56.0
80.0377279932785,55.059,56.0
80.11304860994338,55.059,56.0
80.18837802120207,55.059,56.0
80.46430725425715,55.026,56.0
80.34162611200331,55.059,56.0
80.41694358774184,55.059,56.0
80.29771424879071,55.091,56.0
80.5650016434288,55.059,56.0
78.68255445365904,55.381,56.0
78.73210128980635,55.381,56.0
78.78165451326369,55.381,56.0
78.83117955463408,55.381,56.0
78.8807041709709,55.381,56.0
79.12478562374116,55.349,56.0
80.9400780079651,55.059,56.0
81.01537100242616,55.059,56.0
81.09072164634706,55.059,56.0
81.16604267581941,55.059,56.0
81.04681659637451,55.091,56.0
80.14069805618286,55.252,56.0
81.17948539619447,55.091,56.0
81.44677338312152,55.059,56.0
81.132980236702,55.123,56.0
81.59233500869755,55.059,56.0
81.47311369714738,55.091,56.0
79.78267814857485,55.381,56.0
80.22743527824402,55.316,56.0
81.06040165916443,55.188,56.0
81.71514256855012,55.091,56.0
81.98248536912921,55.059,56.0
84.02162292039874,54.736,56.0
84.12275278093341,54.736,56.0
84.41844303941727,54.704,56.0
84.32763881364825,54.736,56.0
84.62337005662918,54.704,56.0
84.53254584459307,54.736,56.0
84.63373906328204,54.736,56.0
83.16629711977005,54.994,56.0
82.85159862165452,55.059,56.0
82.9269472015381,55.059,56.0
83.00226641824723,55.059,56.0
83.07757736085892,55.059,56.0
83.15293200721742,55.059,56.0
83.22822356582643,55.059,56.0
82.32467624641419,55.22,56.0
81.40823003658294,55.381,56.0
80.08976646427152,55.606,56.0
79.53152880950924,55.703,56.0
77.98665092432022,55.961,56.0
77.60065072643279,56.025,56.0
77.59865065967558,56.025,56.0
77.98577250223158,55.961,56.0
79.55754744037624,55.703,56.0
79.58131083360668,55.703,56.0
79.41051283517835,55.735,56.0
78.0576359073448,55.961,56.0
77.67163547914504,56.025,56.0
76.29555223804473,56.251,56.0
75.6857000647354,56.348,56.0
75.65785734333038,56.348,56.0
75.63000672321319,56.348,56.0
75.60215970066069,56.348,56.0
75.57427634403227,56.348,56.0
75.54642973300932,56.348,56.0
75.51857111461638,56.348,56.0
75.49071675090788,56.348,56.0
76.05263480241774,56.251,56.0
77.40663344390867,56.025,56.0
77.40463324459074,56.025,56.0
77.40263222749708,56.025,56.0
76.61630394720072,56.154,56.0
75.42446113950727,56.348,56.0
73.43885657732007,56.67,56.0
73.38522875692364,56.67,56.0
74.31048061225889,56.509,56.0
75.24861657096861,56.348,56.0
75.22075363815306,56.348,56.0
75.19291288146971,56.348,56.0
76.14395141197204,56.187,56.0
76.32962305824276,56.154,56.0
76.70642235099788,56.09,56.0
77.09442213165282,56.025,56.0
77.09242195903776,56.025,56.0
77.09042089807508,56.025,56.0
77.0884207187843,56.025,56.0
76.88577984594342,56.058,56.0
77.08177866004941,56.025,56.0
76.87913612670894,56.058,56.0
77.07513481826778,56.025,56.0
76.87249252387996,56.058,56.0
77.06849244806286,56.025,56.0
77.06649216863629,56.025,56.0
77.84881795690532,55.896,56.0
77.26737800643916,55.993,56.0
77.07337691352842,56.025,56.0
77.07137607095716,56.025,56.0
77.26393626735683,55.993,56.0
77.26449655040736,55.993,56.0
77.26505660528179,55.993,56.0
77.26561696109768,55.993,56.0
77.46073739997863,55.961,56.0
77.0747370032501,56.025,56.0
77.07273532096862,56.025,56.0
77.2652956992149,55.993,56.0
77.07129470071791,56.025,56.0
77.06929425153731,56.025,56.0
79.0250595991325,55.703,56.0
79.04883541532513,55.703,56.0
79.07260258699414,55.703,56.0
79.09637338415142,55.703,56.0
79.12015497280117,55.703,56.0
79.1439156242561,55.703,56.0
79.16768819450374,55.703,56.0
78.79625690742489,55.768,56.0
77.25225492664335,56.025,56.0
77.2502546872711,56.025,56.0
77.24825380369184,56.025,56.0
77.2462535824394,56.025,56.0
77.24425189825055,56.025,56.0
77.24225088926313,56.025,56.0
77.24024925514219,56.025,56.0
77.23824922224043,56.025,56.0
77.23624730678556,56.025,56.0
77.03360725921628,56.058,56.0
77.2296060747528,56.025,56.0
76.83240576061245,56.09,56.0
75.25655462940215,56.348,56.0
75.22868920749663,56.348,56.0
75.20082163501738,56.348,56.0
75.17298146244048,56.348,56.0
75.1451367696762,56.348,56.0
74.13841219701766,56.509,56.0
73.11880077238081,56.67,56.0
73.06518654909132,56.67,56.0
73.01157706689833,56.67,56.0
72.95797237691878,56.67,56.0
74.86211195310592,56.348,56.0
74.83426924497604,56.348,56.0
74.80641478170395,56.348,56.0
75.56289083852766,56.219,56.0
76.72488953056336,56.025,56.0
76.72288753881455,56.025,56.0
76.7208862833023,56.025,56.0
77.30256639705655,55.929,56.0
76.91912693485257,55.993,56.0
77.50944863483427,55.896,56.0
77.90689774799345,55.832,56.0
78.30946017734526,55.768,56.0
77.15458190980911,55.961,56.0
77.74747079942703,55.864,56.0
76.7794701819229,56.025,56.0
76.77746996400832,56.025,56.0
75.59593829320904,56.219,56.0
74.79408701597212,56.348,56.0
75.35599160518646,56.251,56.0
76.70999003925323,56.025,56.0
76.90255025741574,55.993,56.0
76.70854916593551,56.025,56.0
76.70654831144333,56.025,56.0
76.70454828474044,56.025,56.0
76.70254633256911,56.025,56.0
76.89510665861127,55.993,56.0
76.70110575262069,56.025,56.0
75.51957254047392,56.219,56.0
75.89724635742184,56.154,56.0
76.66924500129699,56.025,56.0
76.46660446365354,56.058,56.0
74.69876222015378,56.348,56.0
74.67091952529904,56.348,56.0
74.64307647865293,56.348,56.0
74.61522236053464,56.348,56.0
74.78801214668272,56.315,56.0
75.54104658969877,56.187,56.0
76.51104512104031,56.025,56.0
76.50904417118069,56.025,56.0
78.46481146747583,55.703,56.0
78.68315454130169,55.671,56.0
78.51491686954492,55.703,56.0
78.34412784280772,55.735,56.0
77.97012976541515,55.8,56.0
76.6181284507751,56.025,56.0
76.61612825336452,56.025,56.0
76.80868831438059,55.993,56.0
76.61468807357785,56.025,56.0
76.61268792098996,56.025,56.0
76.80524821138377,55.993,56.0
78.56902431081767,55.703,56.0
78.59278633882518,55.703,56.0
79.40087011709211,55.574,56.0
79.43495303407667,55.574,56.0
79.85817381959913,55.51,56.0
79.89740712877271,55.51,56.0
79.15231395479196,55.639,56.0
78.79208859270089,55.703,56.0
78.81586726396554,55.703,56.0
78.83964844474787,55.703,56.0
78.86342085071558,55.703,56.0
78.88718276542659,55.703,56.0
78.91095928405757,55.703,56.0
78.93472121009822,55.703,56.0
77.58440176939007,55.929,56.0
77.20096207353588,55.993,56.0
78.5695246843147,55.768,56.0
78.98329955448146,55.703,56.0
79.00707191513057,55.703,56.0
79.22540932247159,55.671,56.0
79.0571722455215,55.703,56.0
79.08094425495143,55.703,56.0
79.29928213293073,55.671,56.0
79.1310546465301,55.703,56.0
79.7445904429626,55.606,56.0
80.5543637645721,55.478,56.0
80.99135487863539,55.413,56.0
81.23287864490506,55.381,56.0
81.08786166416166,55.413,56.0
79.5661925641441,55.671,56.0
79.39795494337076,55.703,56.0
79.0265294265556,55.768,56.0
79.24573493087766,55.735,56.0
79.46149535573954,55.703,56.0
77.52749528707501,56.025,56.0
77.13029166845315,56.09,56.0
75.55443291730877,56.348,56.0
75.52657588529583,56.348,56.0
75.49871903913494,56.348,56.0
75.47087640401837,56.348,56.0
75.44302186773297,56.348,56.0
75.41517913305279,56.348,56.0
75.78252254022593,56.283,56.0
77.32852246202465,56.025,56.0
77.32652078212735,56.025,56.0
77.32451988948819,56.025,56.0
77.32251984657285,56.025,56.0
77.32051967872617,56.025,56.0
77.3185194660568,56.025,56.0
77.31651895154951,56.025,56.0
77.31451884187696,56.025,56.0
77.31251691402433,56.025,56.0
77.31051585592267,56.025,56.0
77.30851452411649,56.025,56.0
77.10587400749203,56.058,56.0
77.30187294843671,56.025,56.0
77.29987163761136,56.025,56.0
78.27676129764555,55.864,56.0
77.50332170686717,55.993,56.0
77.30932030830381,56.025,56.0
76.5229880714416,56.154,56.0
75.53178309068679,56.315,56.0
76.09026144908901,56.219,56.0
76.46794023597712,56.154,56.0
75.86585853643416,56.251,56.0
76.43553022089,56.154,56.0
76.81232923898692,56.09,56.0
76.99968496217726,56.058,56.0
75.23182658273696,56.348,56.0
75.79373574874877,56.251,56.0
76.7525350346374,56.09,56.0
75.37733307598113,56.315,56.0
75.15149001605985,56.348,56.0
75.1236476464462,56.348,56.0
74.51210263011927,56.444,56.0
73.69224743865963,56.573,56.0
75.01438664314267,56.348,56.0
74.98654000556942,56.348,56.0
76.92253806531903,56.025,56.0
76.92053725183484,56.025,56.0
77.50222051685328,55.929,56.0
78.6874207493591,55.735,56.0
78.7086401939201,55.735,56.0
78.72985051010129,55.735,56.0
77.96673134017942,55.864,56.0
77.5824130167007,55.929,56.0
78.76761963300702,55.735,56.0
78.39363379697798,55.8,56.0
78.80484477529522,55.735,56.0
78.43084591207503,55.8,56.0
77.07884450206754,56.025,56.0
77.07684421167372,56.025,56.0
77.07484236345289,56.025,56.0
77.07284191236494,56.025,56.0
77.07084143218992,56.025,56.0
77.06884021768568,56.025,56.0
76.8661987706947,56.058,56.0
76.66699699399942,56.09,56.0
75.09113438642498,56.348,56.0
75.06328338132855,56.348,56.0
73.86198192863462,56.541,56.0
73.42954913349149,56.605,56.0
72.98594418792719,56.67,56.0
72.93233793888086,56.67,56.0
73.27391340599057,56.605,56.0
74.00372863199232,56.477,56.0
72.98663798509595,56.638,56.0
72.74098451677318,56.67,56.0
72.68735835767741,56.67,56.0
73.61262785318371,56.509,56.0
74.55078185945509,56.348,56.0
74.52292798692702,56.348,56.0
74.69571568223952,56.315,56.0
74.46985061212538,56.348,56.0
75.62152921689983,56.154,56.0
76.39352906288146,56.025,56.0
76.3915288492584,56.025,56.0
78.15274477590559,55.735,56.0
78.36851537479396,55.703,56.0
78.39228710664744,55.703,56.0
78.41604982009883,55.703,56.0
78.82894894121166,55.639,56.0
80.0373545410919,55.445,56.0
80.08177640073774,55.445,56.0
80.32076900388718,55.413,56.0
78.99366347038266,55.639,56.0
78.63343295896527,55.703,56.0
78.65721598081586,55.703,56.0
78.68098838111875,55.703,56.0
78.70475108324048,55.703,56.0
78.72852330793378,55.703,56.0
80.71007679113387,55.381,56.0
80.75960172624588,55.381,56.0
82.57235889848708,55.091,56.0
82.83964688541414,55.059,56.0
82.91497706844332,55.059,56.0
84.9541559182358,54.736,56.0
85.0553385290146,54.736,56.0
83.78240193058012,54.962,56.0
81.31793236751557,55.381,56.0
81.36749253318787,55.381,56.0
79.65381512483597,55.671,56.0
79.48557721515654,55.703,56.0
79.50934942852018,55.703,56.0
77.96447156341553,55.961,56.0
77.57847137601853,56.025,56.0
77.37583087488174,56.058,56.0
75.6079767700386,56.348,56.0
75.38557354471205,56.38,56.0
73.59196233732222,56.67,56.0
73.53830904790877,56.67,56.0
73.48468398782728,56.67,56.0
73.43103039171217,56.67,56.0
72.59305837856292,56.799,56.0
73.11889225952147,56.702,56.0
73.25725706550595,56.67,56.0
73.2036142934036,56.67,56.0
74.32342529790878,56.477,56.0
76.63822385251996,56.09,56.0
77.02622189796448,56.025,56.0
77.0242214902687,56.025,56.0
78.39023716485977,55.8,56.0
77.03823674047469,56.025,56.0
77.03623565662383,56.025,56.0
78.01311812870026,55.864,56.0
79.00288834804532,55.703,56.0
80.78985749528886,55.413,56.0
79.85794009538651,55.574,56.0
80.67634445672988,55.445,56.0
81.10989027751921,55.381,56.0
81.15942292226791,55.381,56.0
81.60414644475935,55.316,56.0
81.26369381219864,55.381,56.0
81.3132290543747,55.381,56.0
81.36277236038208,55.381,56.0
80.62797985588075,55.51,56.0
79.49373995218275,55.703,56.0
79.51751227317808,55.703,56.0
79.54127461841581,55.703,56.0
61.324887994194015,55.703,53.0
61.69838527877806,55.606,53.0
62.857884433765406,55.381,53.0
62.66738613193512,55.381,53.0
63.261207576026905,55.252,53.0
62.88647411479951,55.284,53.0
62.509160409889205,55.316,53.0
63.102113315315236,55.188,53.0
61.94817727561953,55.349,53.0
61.56567306997299,55.381,53.0
61.37507771848678,55.381,53.0
61.184408796367634,55.381,53.0
60.99389023990631,55.381,53.0
60.60875773101809,55.413,53.0
60.610164831886294,55.381,53.0
60.41955576538086,55.381,53.0
60.42362093538287,55.349,53.0
60.23552230335238,55.349,53.0
59.85301437376023,55.381,53.0
59.66252583593369,55.381,53.0
59.47199183872223,55.381,53.0
57.518289881305705,55.671,53.0
57.10987814949034,55.703,53.0
58.46223044221878,55.445,53.0
58.65562232940674,55.381,53.0
58.65968611049654,55.349,53.0
59.45052704685209,55.188,53.0
60.05979094520569,55.059,53.0
59.89505468647003,55.059,53.0
59.730249269199376,55.059,53.0
61.3286673207283,54.769,53.0
61.18703769622803,54.769,53.0
61.24612640579225,54.736,53.0
61.10721514846803,54.736,53.0
60.96830392425538,54.736,53.0
60.62874387369156,54.769,53.0
60.68779880945206,54.736,53.0
60.54882881219865,54.736,53.0
61.19418038379669,54.607,53.0
62.23894816200254,54.414,53.0
62.12575442626951,54.414,53.0
62.012549363174415,54.414,53.0
61.89937237575529,54.414,53.0
61.78615353103636,54.414,53.0
61.86755802471161,54.382,53.0
62.73582872247697,54.221,53.0
63.422390491580956,54.092,53.0
63.33497933740615,54.092,53.0
63.24759273973464,54.092,53.0
64.53427068582533,53.866,53.0
65.04866080175397,53.77,53.0
66.36111327428819,53.544,53.0
66.9073504096031,53.447,53.0
66.87156331445692,53.447,53.0
68.7935539589119,53.125,53.0
68.78354767896653,53.125,53.0
68.7735433898163,53.125,53.0
68.76353596546174,53.125,53.0
68.75352982856752,53.125,53.0
69.13264669065477,53.061,53.0
70.50184669065476,52.835,53.0
69.34160634084704,53.028,53.0
70.31824730228428,52.867,53.0
70.7180086437035,52.803,53.0
70.53921586635592,52.835,53.0
70.1632964134598,52.899,53.0
70.75505801414495,52.803,53.0
70.77082901227956,52.803,53.0
70.78659704576498,52.803,53.0
70.8023679274178,52.803,53.0
70.81813393186575,52.803,53.0
70.83389727226263,52.803,53.0
70.8496682779122,52.803,53.0
70.86542984478002,52.803,53.0
70.88119131771093,52.803,53.0
70.89695303112035,52.803,53.0
70.91272115102772,52.803,53.0
70.92848232336048,52.803,53.0
71.33945704526904,52.738,53.0
70.96522636381154,52.803,53.0
70.98098639011387,52.803,53.0
70.9967482162476,52.803,53.0
71.01251885366443,52.803,53.0
72.99213189611439,52.48,53.0
73.03376858358386,52.48,53.0
73.07540843496326,52.48,53.0
73.11700845479969,52.48,53.0
73.54776416616444,52.416,53.0
73.59451612371448,52.416,53.0
74.42559227090838,52.287,53.0
75.266956574955,52.158,53.0
74.93911701955798,52.223,53.0
74.02240522054674,52.384,53.0
73.87715302328114,52.416,53.0
73.53476772207264,52.48,53.0
73.77097158407213,52.448,53.0
73.81514773489,52.448,53.0
74.4430231699181,52.352,53.0
73.91122555791857,52.448,53.0
73.76082903921132,52.48,53.0
73.80244026662831,52.48,53.0
73.84404441244129,52.48,53.0
73.88566562749867,52.48,53.0
73.92726916830067,52.48,53.0
73.96889840719227,52.48,53.0
74.01050250341419,52.48,53.0
74.05212501775745,52.48,53.0
74.0937343706322,52.48,53.0
74.13537287313464,52.48,53.0
72.4076951487732,52.771,53.0
72.42602700742722,52.771,53.0
73.03411334974291,52.674,53.0
74.23974498884205,52.48,53.0
73.69160920923235,52.577,53.0
72.74658342641833,52.738,53.0
72.37235392480854,52.803,53.0
72.78332181547167,52.738,53.0
73.38796398004531,52.642,53.0
74.00637399496078,52.545,53.0
73.65365738822936,52.609,53.0
73.87950718288423,52.577,53.0
72.73384362775802,52.771,53.0
72.55760516832353,52.803,53.0
72.57336673894883,52.803,53.0
72.58914239259721,52.803,53.0
72.60490559772492,52.803,53.0
73.21043503532407,52.706,53.0
74.21286397790907,52.545,53.0
73.4649620597267,52.674,53.0
73.49105523557661,52.674,53.0
72.73282565505981,52.803,53.0
72.7485874699211,52.803,53.0
72.7643490104866,52.803,53.0
74.3487683460426,52.545,53.0
74.38519359161374,52.545,53.0
74.22703548761368,52.577,53.0
73.28201587640761,52.738,53.0
72.90778567590714,52.803,53.0
72.92354779512405,52.803,53.0
72.55018900262833,52.867,53.0
72.94995912151337,52.803,53.0
72.96573457977296,52.803,53.0
73.37669618888854,52.738,53.0
73.78677874446869,52.674,53.0
74.00742478752134,52.642,53.0
75.02102655296328,52.48,53.0
75.06262932014468,52.48,53.0
74.51450040647508,52.577,53.0
73.56946883184433,52.738,53.0
73.19523717720034,52.803,53.0
73.2110067249489,52.803,53.0
72.4424469324684,52.932,53.0
71.27443928876876,53.125,53.0
71.26442942777634,53.125,53.0
71.2544266478157,53.125,53.0
71.24442325273515,53.125,53.0
71.2344223872757,53.125,53.0
70.24553986160278,53.286,53.0
69.24377173646926,53.447,53.0
69.20797707036971,53.447,53.0
69.17221358329772,53.447,53.0
68.74123663017274,53.512,53.0
68.11658111381533,53.608,53.0
67.2835868846321,53.737,53.0
67.02397334360121,53.77,53.0
67.1629567775917,53.737,53.0
66.9033179022026,53.77,53.0
65.86281284648898,53.931,53.0
65.59376691370011,53.963,53.0
64.73232262178423,54.092,53.0
64.64493560754778,54.092,53.0
64.55754090768816,54.092,53.0
64.47009474123003,54.092,53.0
64.38269350130084,54.092,53.0
64.29530690362932,54.092,53.0
64.20792368013385,54.092,53.0
64.12053406236652,54.092,53.0
62.075322283763896,54.414,53.0
61.96213202714921,54.414,53.0
61.8489746198845,54.414,53.0
61.735750030574806,54.414,53.0
61.62259380998613,54.414,53.0
61.898542672061936,54.35,53.0
63.359129997425114,54.092,53.0
63.27174539926533,54.092,53.0
63.77410307806019,53.995,53.0
65.0624911231804,53.77,53.0
65.00082963045121,53.77,53.0
64.93918827302933,53.77,53.0
64.87757825677872,53.77,53.0
64.81593888204574,53.77,53.0
64.75430702684402,53.77,53.0
64.89331756303787,53.737,53.0
66.59755340242386,53.447,53.0
66.56176933395385,53.447,53.0
66.52600651189803,53.447,53.0
66.49022703033447,53.447,53.0
68.02309401308061,53.189,53.0
68.00797360572817,53.189,53.0
66.61875726814273,53.415,53.0
66.39098479482652,53.447,53.0
66.35521613256456,53.447,53.0
65.92424827123645,53.512,53.0
65.88325767553333,53.512,53.0
66.23748191123964,53.447,53.0
66.5908392083359,53.383,53.0
67.53906617935183,53.222,53.0
67.91650370586402,53.157,53.0
68.09849961936955,53.125,53.0
68.08849482000355,53.125,53.0
68.07848796070103,53.125,53.0
68.068486420517,53.125,53.0
69.43257008457186,52.899,53.0
69.82977134342197,52.835,53.0
70.03753981653219,52.803,53.0
70.05329993677145,52.803,53.0
70.06906513711935,52.803,53.0
70.08483331714636,52.803,53.0
70.1006042138291,52.803,53.0
69.13748449878697,52.964,53.0
69.14036452419286,52.964,53.0
70.12213423727042,52.803,53.0
70.13790409313208,52.803,53.0
70.15367984823233,52.803,53.0
70.16944690477378,52.803,53.0
70.18522113433845,52.803,53.0
70.20098922418602,52.803,53.0
70.61196337141043,52.738,53.0
70.82750539247516,52.706,53.0
70.45583501480107,52.771,53.0
70.47417176979069,52.771,53.0
71.47745235149387,52.609,53.0
72.2930561997605,52.48,53.0
72.33467729579932,52.48,53.0
72.37628833477027,52.48,53.0
72.41792701580054,52.48,53.0
72.4595315186692,52.48,53.0
73.08484453411107,52.384,53.0
73.3287124297715,52.352,53.0
73.58119771631245,52.319,53.0
74.6145998092461,52.158,53.0
74.681968850956,52.158,53.0
74.7493303605843,52.158,53.0
74.81669373315815,52.158,53.0
74.8840718486977,52.158,53.0
74.95146432176594,52.158,53.0
74.23455754980093,52.287,53.0
72.917555856762,52.513,53.0
71.19333081903464,52.803,53.0
71.01453223209386,52.835,53.0
71.2222928445626,52.803,53.0
71.23806206165321,52.803,53.0
71.25382363227851,52.803,53.0
71.26958505636222,52.803,53.0
71.28535555475241,52.803,53.0
71.10655712831502,52.835,53.0
71.31431866888053,52.803,53.0
71.33008672115332,52.803,53.0
71.34584836692817,52.803,53.0
71.36161909076698,52.803,53.0
71.37738064636238,52.803,53.0
71.39314679735192,52.803,53.0
71.21435843856817,52.835,53.0
71.42211864522942,52.803,53.0
71.04876475124367,52.867,53.0
70.08052424655921,53.028,53.0
69.68308257028583,53.093,53.0
69.48107896778113,53.125,53.0
69.47106898042685,53.125,53.0
69.46106699916845,53.125,53.0
69.45106050464636,53.125,53.0
70.03082022266395,53.028,53.0
70.22314051509862,52.996,53.0
70.02890040775306,53.028,53.0
70.81098667440419,52.899,53.0
71.40276019004828,52.803,53.0
71.41852865188605,52.803,53.0
72.41319463359835,52.642,53.0
72.83704984193807,52.577,53.0
73.46068043962484,52.48,53.0
73.50230259691243,52.48,53.0
73.73849820451738,52.448,53.0
74.95615564031601,52.255,53.0
75.60552092401505,52.158,53.0
75.67289900743485,52.158,53.0
75.74028431779863,52.158,53.0
75.80768893213273,52.158,53.0
75.87505625543595,52.158,53.0
75.74786200265888,52.19,53.0
74.24402637201311,52.448,53.0
74.2882095980263,52.448,53.0
74.13781136346822,52.48,53.0
74.17944213968282,52.48,53.0
74.22106323572164,52.48,53.0
74.26267851968771,52.48,53.0
74.30429022317892,52.48,53.0
74.34592962823874,52.48,53.0
74.38754431711203,52.48,53.0
72.86050661584859,52.738,53.0
72.48628187120444,52.803,53.0
72.50205210657126,52.803,53.0
72.51782550197608,52.803,53.0
73.71312858366016,52.609,53.0
74.32809851337439,52.513,53.0
74.56770112186439,52.48,53.0
74.60934007068641,52.48,53.0
74.65097990222938,52.48,53.0
74.69258166767128,52.48,53.0
74.73422078510292,52.48,53.0
74.77582312580117,52.48,53.0
74.61681141944892,52.513,53.0
72.89257368896492,52.803,53.0
73.1029023591042,52.771,53.0
73.51643864919666,52.706,53.0
73.73452085035329,52.674,53.0
73.9551859785271,52.642,53.0
73.59472604253772,52.706,53.0
73.22304874185566,52.771,53.0
74.81002936296468,52.513,53.0
75.04964945726401,52.48,53.0
75.09129059801108,52.48,53.0
75.13289997072226,52.48,53.0
75.17452148332602,52.48,53.0
75.21615103960043,52.48,53.0
75.25775404481894,52.48,53.0
74.11985175977712,52.674,53.0
73.55618267934804,52.771,53.0
73.96970317842487,52.706,53.0
75.36730813753135,52.48,53.0
75.40894926836022,52.48,53.0
75.4505779518319,52.48,53.0
75.49220391771325,52.48,53.0
75.5338310341073,52.48,53.0
75.57543722307214,52.48,53.0
74.63209408216481,52.642,53.0
73.8764217913819,52.771,53.0
73.70018994510659,52.803,53.0
73.7159568776513,52.803,53.0
73.73173139654168,52.803,53.0
73.16381215362554,52.899,53.0
73.36645644584664,52.867,53.0
73.76621722364433,52.803,53.0
73.7819852646447,52.803,53.0
74.38750560110097,52.706,53.0
74.60558786443717,52.674,53.0
75.81119136556633,52.48,53.0
75.85282598012932,52.48,53.0
75.89446726964958,52.48,53.0
76.13064472600942,52.448,53.0
76.75853391729362,52.352,53.0
76.03213815237052,52.48,53.0
76.85199475133903,52.352,53.0
77.88882903383262,52.19,53.0
77.75298998231894,52.223,53.0
77.42607379957205,52.287,53.0
77.48312669179923,52.287,53.0
77.92929170099265,52.223,53.0
76.42890106378563,52.48,53.0
76.47051764703758,52.48,53.0
76.90127852685936,52.416,53.0
76.94800907541283,52.416,53.0
76.6056396036721,52.48,53.0
77.03638681604393,52.416,53.0
76.69399216196068,52.48,53.0
76.93015592065817,52.448,53.0
76.77977703653343,52.48,53.0
76.82141106592186,52.48,53.0
76.8630119387246,52.48,53.0
76.70400609359749,52.513,53.0
76.74297920007713,52.513,53.0
76.98261219797142,52.48,53.0
77.02421950769433,52.48,53.0
76.0808659194756,52.642,53.0
76.31016291564947,52.609,53.0
75.94624877918251,52.674,53.0
75.97233421367653,52.674,53.0
75.4086583369065,52.771,53.0
75.23242187644968,52.803,53.0
75.24818416475306,52.803,53.0
75.26394553998956,52.803,53.0
75.27970631402978,52.803,53.0
73.3376975330735,53.125,53.0
73.32769199699409,53.125,53.0
73.31768791526801,53.125,53.0
73.30768753856665,53.125,53.0
73.2976874813462,53.125,53.0
71.71904701381689,53.383,53.0
71.29926075420386,53.447,53.0
69.50028673921592,53.737,53.0
69.240653547535,53.77,53.0
69.17900818067557,53.77,53.0
