Q1,T1,Tsp
60.649440289783506,50.547,51.0
60.6856838495827,50.547,51.0
59.93762146821976,50.676,51.0
59.76898577341082,50.708,51.0
58.813475345649735,50.869,51.0
58.82396177461626,50.869,51.0
58.834448888206495,50.869,51.0
58.84493287101747,50.869,51.0
58.66085472530364,50.901,51.0
58.863341831398024,50.869,51.0
58.87382283834459,50.869,51.0
58.884303885269176,50.869,51.0
58.499584320831325,50.934,51.0
58.504864573860196,50.934,51.0
57.725821645488736,51.063,51.0
57.720778228054044,51.063,51.0
57.13204915426256,51.159,51.0
56.92476212320327,51.191,51.0
56.90947714681625,51.191,51.0
56.89419701930999,51.191,51.0
56.87890202457427,51.191,51.0
56.86362190799712,51.191,51.0
56.84833262554168,51.191,51.0
56.833050581798545,51.191,51.0
56.817766669178,51.191,51.0
56.80248303707122,51.191,51.0
56.78719779838561,51.191,51.0
56.77190411514282,51.191,51.0
56.75662285100936,51.191,51.0
56.74133770704269,51.191,51.0
56.726044847126005,51.191,51.0
56.71075982337951,51.191,51.0
56.69546985603332,51.191,51.0
56.680177356777186,51.191,51.0
56.66488970640182,51.191,51.0
56.64960326551437,51.191,51.0
56.634315626068116,51.191,51.0
56.619033873767854,51.191,51.0
56.60375237283707,51.191,51.0
56.588462012043,51.191,51.0
55.00452983404163,51.449,51.0
54.57337464830399,51.514,51.0
53.358809132957475,51.707,51.0
52.51792267505649,51.836,51.0
52.645581865348824,51.804,51.0
53.76076869472506,51.61,51.0
53.12220441999437,51.707,51.0
53.84993087251663,51.578,51.0
53.6091263116646,51.61,51.0
53.94942347349169,51.546,51.0
54.10029133642197,51.514,51.0
54.05913451345444,51.514,51.0
55.58665334646226,51.256,51.0
55.96136238092422,51.191,51.0
56.1406358303261,51.159,51.0
56.322474907417295,51.127,51.0
55.92318290361404,51.191,51.0
56.102459983139056,51.159,51.0
55.895175611495965,51.191,51.0
56.07444699260713,51.159,51.0
56.06172573404314,51.159,51.0
55.85443649894714,51.191,51.0
56.03371636550905,51.159,51.0
55.82642603021621,51.191,51.0
56.20026077375412,51.127,51.0
57.16898262456895,50.966,51.0
56.97714263990405,50.998,51.0
57.17186404909135,50.966,51.0
57.36914456270221,50.934,51.0
57.374427446727786,50.934,51.0
57.18514918146135,50.966,51.0
57.3824295817757,50.934,51.0
56.99858969552997,50.998,51.0
56.603549205265054,51.063,51.0
56.20938396818162,51.127,51.0
56.39377880947116,51.095,51.0
56.19161354331971,51.127,51.0
55.986892299919155,51.159,51.0
55.97416369619372,51.159,51.0
56.156002710304264,51.127,51.0
55.951276138477354,51.159,51.0
56.327670985202815,51.095,51.0
56.51462845937729,51.063,51.0
56.315024364299795,51.095,51.0
56.307419866962455,51.095,51.0
56.10525033023834,51.127,51.0
55.70595693115234,51.191,51.0
56.079788692798616,51.127,51.0
55.680504292011264,51.191,51.0
55.85977807197573,51.159,51.0
56.041608658790594,51.127,51.0
56.03144422349931,51.127,51.0
55.63216275899888,51.191,51.0
55.61687240184785,51.191,51.0
55.601587520179756,51.191,51.0
56.5651862275696,51.03,51.0
56.167583109149966,51.095,51.0
55.77085192461017,51.159,51.0
55.563560000953686,51.191,51.0
55.548278051929486,51.191,51.0
55.532987057247176,51.191,51.0
55.712266380958596,51.159,51.0
55.894105782642384,51.127,51.0
55.49482447843553,51.191,51.0
55.674099805069005,51.159,51.0
55.46681294887544,51.191,51.0
55.64609132638935,51.159,51.0
55.43880445562365,51.191,51.0
55.618074287033124,51.159,51.0
55.410781853351615,51.191,51.0
55.39550038520815,51.191,51.0
55.38021020656588,51.191,51.0
55.36471845146181,51.191,51.0
55.349431340255755,51.191,51.0
55.33414490665437,51.191,51.0
55.31886142391206,51.191,51.0
55.303566647758494,51.191,51.0
55.28827516855241,51.191,51.0
55.272994560165415,51.191,51.0
55.257706884288794,51.191,51.0
55.242419802227026,51.191,51.0
55.616256251087194,51.127,51.0
55.216975653629305,51.191,51.0
55.78537162197115,51.095,51.0
55.77777085912707,51.095,51.0
55.57560412261963,51.127,51.0
55.1763194194603,51.191,51.0
55.355588128776574,51.159,51.0
55.342861566047695,51.159,51.0
56.114459891204845,51.03,51.0
55.71685917547229,51.095,51.0
55.90381704978943,51.063,51.0
55.50958630313873,51.127,51.0
55.11029131568909,51.191,51.0
55.09501079837799,51.191,51.0
55.079722943992614,51.191,51.0
55.06443790567398,51.191,51.0
55.04914480167388,51.191,51.0
55.033851515521995,51.191,51.0
55.0185576902008,51.191,51.0
55.00327638235092,51.191,51.0
54.98798338035583,51.191,51.0
54.97269786844253,51.191,51.0
54.957413015918725,51.191,51.0
54.94213290662765,51.191,51.0
54.92684704133987,51.191,51.0
54.91155712135314,51.191,51.0
54.89627504846572,51.191,51.0
54.88099390455245,51.191,51.0
54.86570567129134,51.191,51.0
54.85041544893264,51.191,51.0
54.83512361270903,51.191,51.0
54.819828559684744,51.191,51.0
54.804542446670524,51.191,51.0
54.78925893842696,51.191,51.0
54.773974752578724,51.191,51.0
54.758691699714646,51.191,51.0
54.74340806396483,51.191,51.0
100.0,51.191,61.0
100.0,51.191,61.0
100.0,51.191,61.0
100.0,51.191,61.0
100.0,51.191,61.0
100.0,51.191,61.0
100.0,51.191,61.0
100.0,51.191,61.0
100.0,51.191,61.0
100.0,51.224,61.0
100.0,51.481,61.0
100.0,51.481,61.0
100.0,51.481,61.0
100.0,51.514,61.0
100.0,51.514,61.0
100.0,51.578,61.0
100.0,51.771,61.0
100.0,51.836,61.0
100.0,51.836,61.0
100.0,51.933,61.0
100.0,52.126,61.0
100.0,52.158,61.0
100.0,52.255,61.0
100.0,52.352,61.0
100.0,52.48,61.0
100.0,52.48,61.0
100.0,52.577,61.0
100.0,52.803,61.0
100.0,52.803,61.0
100.0,52.803,61.0
100.0,53.093,61.0
100.0,53.125,61.0
100.0,53.157,61.0
100.0,53.415,61.0
100.0,53.447,61.0
100.0,53.447,61.0
100.0,53.737,61.0
99.84786432769774,53.77,61.0
100.0,53.834,61.0
98.46856612297059,54.092,61.0
99.02147860191346,54.092,61.0
98.20616385309219,54.317,61.0
98.15141354681015,54.414,61.0
98.28314267620087,54.479,61.0
97.63164700267794,54.672,61.0
97.74902136775972,54.736,61.0
98.049634713974,54.769,61.0
97.3747202044296,54.962,61.0
97.26824700576783,55.059,61.0
97.54927604351042,55.091,61.0
96.25902903961182,55.381,61.0
96.70878632266998,55.381,61.0
95.79073894309997,55.606,61.0
95.63282901548385,55.703,61.0
96.05991287570951,55.703,61.0
96.28925185962677,55.735,61.0
95.336423279171,55.961,61.0
95.35068925750734,56.025,61.0
94.37463434816362,56.251,61.0
94.16499789445878,56.348,61.0
94.53741130693436,56.348,61.0
94.52072643571854,56.412,61.0
93.71448344551088,56.605,61.0
93.67121355052947,56.67,61.0
94.01769886413574,56.67,61.0
92.795639362793,56.928,61.0
92.73228968307498,56.992,61.0
92.8584062361145,57.024,61.0
91.80261022705079,57.25,61.0
91.71363941398621,57.314,61.0
92.00872533695222,57.314,61.0
91.71386710556031,57.411,61.0
90.62693661186219,57.637,61.0
90.89611606121065,57.637,61.0
91.165211545887,57.637,61.0
90.06646701524734,57.862,61.0
89.72794700777052,57.959,61.0
89.97134979900359,57.959,61.0
89.23577155193331,58.12,61.0
88.68200224910736,58.249,61.0
88.70753967433932,58.281,61.0
88.9251769316292,58.281,61.0
87.96319701457978,58.475,61.0
87.38089607151034,58.604,61.0
87.5725925235367,58.604,61.0
87.56983841403961,58.636,61.0
86.97473415931702,58.765,61.0
86.36932787708284,58.894,61.0
86.34326421470641,58.926,61.0
86.31470873199464,58.958,61.0
85.49920085849763,59.119,61.0
84.86541158512118,59.248,61.0
85.00558635532381,59.248,61.0
85.14580563663485,59.248,61.0
85.09146773914337,59.28,61.0
84.25028961318968,59.441,61.0
83.78534091011049,59.538,61.0
83.7078259538269,59.57,61.0
83.82225737472534,59.57,61.0
83.9367301992035,59.57,61.0
83.6560353558159,59.635,61.0
83.57073279079437,59.667,61.0
82.50398771556856,59.86,61.0
82.39459938238144,59.893,61.0
82.48317017181397,59.893,61.0
82.57178872190475,59.893,61.0
82.27123719659805,59.957,61.0
81.57039509630205,60.086,61.0
80.85923715457915,60.215,61.0
80.92206856727599,60.215,61.0
80.98491272172926,60.215,61.0
81.04774443387983,60.215,61.0
80.3262302395439,60.344,61.0
79.98962221708297,60.408,61.0
79.64180426052094,60.473,61.0
79.48943065860747,60.505,61.0
79.33447442945481,60.537,61.0
79.37151483568192,60.537,61.0
79.40856146778107,60.537,61.0
79.44560534460068,60.537,61.0
79.48264873571397,60.537,61.0
79.32514667322157,60.569,61.0
79.3596502501106,60.569,61.0
79.19349326383592,60.602,61.0
78.24645499515533,60.763,61.0
78.26541678071976,60.763,61.0
77.70070310609816,60.859,61.0
77.71198377305983,60.859,61.0
77.72326487569808,60.859,61.0
77.73455070085524,60.859,61.0
77.74583634313582,60.859,61.0
77.75712607862471,60.859,61.0
77.76840708444594,60.859,61.0
77.77969786878585,60.859,61.0
77.79114008838653,60.859,61.0
77.80242317308425,60.859,61.0
77.8137120506668,60.859,61.0
77.23523239475247,60.956,61.0
77.2387527799606,60.956,61.0
77.04771364650726,60.988,61.0
76.84803318988799,61.021,61.0
77.04699328418731,60.988,61.0
77.43707648052215,60.924,61.0
77.63771785655973,60.892,61.0
77.25723999828337,60.956,61.0
76.67099960302355,61.053,61.0
76.27763854301455,61.117,61.0
75.87307121494293,61.182,61.0
75.85850149162292,61.182,61.0
75.84393274375915,61.182,61.0
76.03000866271974,61.149,61.0
75.81744608695985,61.182,61.0
75.80287571796418,61.182,61.0
75.78831462448122,61.182,61.0
75.77375164604189,61.182,61.0
75.56461980495456,61.214,61.0
75.54749273948673,61.214,61.0
75.72492312725069,61.182,61.0
75.32123607975008,61.246,61.0
75.49611535320285,61.214,61.0
75.47897932018283,61.214,61.0
75.46184880157473,61.214,61.0
75.05560243335727,61.278,61.0
75.03334699268343,61.278,61.0
75.01108657833102,61.278,61.0
75.37796068431857,61.214,61.0
74.97170468688967,61.278,61.0
75.5331434406662,61.182,61.0
75.51858215625762,61.182,61.0
75.11489994159697,61.246,61.0
75.28977112098696,61.214,61.0
75.46720133865357,61.182,61.0
75.25806985267641,61.214,61.0
75.24093971366885,61.214,61.0
75.22381479518893,61.214,61.0
74.81755947647098,61.278,61.0
75.37898506679535,61.182,61.0
74.58009254465105,61.311,61.0
75.33952501523973,61.182,61.0
74.74128471300129,61.278,61.0
74.71902451604848,61.278,61.0
74.30156253423692,61.343,61.0
74.66932024358753,61.278,61.0
74.84163894857409,61.246,61.0
74.82194738260272,61.246,61.0
74.80225176736835,61.246,61.0
74.58800497495656,61.278,61.0
74.95487275426869,61.214,61.0
74.3479777763367,61.311,61.0
75.10741673839571,61.182,61.0
75.09285246513369,61.182,61.0
74.88372302001957,61.214,61.0
75.06115735126498,61.182,61.0
74.65747543220523,61.246,61.0
74.63753345474247,61.246,61.0
75.00696057247166,61.182,61.0
74.99239071723942,61.182,61.0
74.9778290162659,61.182,61.0
74.96326785335543,61.182,61.0
74.94870645092013,61.182,61.0
74.73958457332616,61.214,61.0
74.91701702308657,61.182,61.0
74.9024556032944,61.182,61.0
74.8878912189484,61.182,61.0
74.87331835750584,61.182,61.0
74.85875485836033,61.182,61.0
74.45505805133823,61.246,61.0
74.82449438556674,61.182,61.0
74.8099250753403,61.182,61.0
74.79536332923892,61.182,61.0
74.78079818813328,61.182,61.0
74.76622477474216,61.182,61.0
74.75165862346653,61.182,61.0
74.73708517189029,61.182,61.0
74.72252117980959,61.182,61.0
74.70795151550296,61.182,61.0
74.69339028663637,61.182,61.0
74.67882242744447,61.182,61.0
74.66425251667025,61.182,61.0
74.45513083499912,61.214,61.0
74.43800923088078,61.214,61.0
74.22631452590944,61.246,61.0
73.42230411893848,61.375,61.0
74.37117369829183,61.214,61.0
74.54861227155688,61.182,61.0
74.53404258989336,61.182,61.0
74.32492069597248,61.214,61.0
74.50234972990037,61.182,61.0
74.48778348489763,61.182,61.0
74.47322179086687,61.182,61.0
74.4586545287514,61.182,61.0
74.44409299093249,61.182,61.0
74.42953149477007,61.182,61.0
74.41495876176836,61.182,61.0
74.40039130178454,61.182,61.0
74.38582441804888,61.182,61.0
74.37125738157275,61.182,61.0
74.35669717676166,61.182,61.0
74.34212544698718,61.182,61.0
74.32756402025225,61.182,61.0
74.3130026247597,61.182,61.0
74.29843724412922,61.182,61.0
74.28387371374134,61.182,61.0
74.07475179124839,61.214,61.0
74.2521820471001,61.182,61.0
74.04305178564077,61.214,61.0
74.02592180990224,61.214,61.0
74.00879990781789,61.214,61.0
73.99167824655538,61.214,61.0
74.16911089418414,61.182,61.0
74.15454996385577,61.182,61.0
74.13997580759052,61.182,61.0
75.49949608789447,60.956,61.0
76.09278599012379,60.859,61.0
76.10406968799595,60.859,61.0
76.1153582509232,60.859,61.0
76.3212017882157,60.827,61.0
78.09825830223089,60.537,61.0
78.32988500244144,60.505,61.0
79.15383085327156,60.376,61.0
80.18263702201847,60.215,61.0
80.24547157897953,60.215,61.0
80.30829185199741,60.215,61.0
80.37111814403538,60.215,61.0
82.59232708072669,59.86,61.0
85.425693354168,59.409,61.0
87.12168427585605,59.151,61.0
88.63763018661504,58.926,61.0
90.76132874084479,58.604,61.0
92.91699602554328,58.281,61.0
93.71827323444371,58.185,61.0
95.31776088329319,57.959,61.0
96.73461276294715,57.766,61.0
97.77767559825902,57.637,61.0
100.0,57.314,61.0
100.0,57.314,61.0
100.0,56.992,61.0
100.0,56.96,61.0
100.0,56.734,61.0
100.0,56.67,61.0
100.0,56.67,61.0
100.0,56.67,61.0
100.0,56.734,61.0
100.0,56.992,61.0
100.0,57.057,61.0
100.0,57.153,61.0
100.0,57.314,61.0
100.0,57.314,61.0
100.0,57.314,61.0
100.0,57.218,61.0
100.0,57.282,61.0
100.0,57.314,61.0
98.63650582363134,57.54,61.0
98.32367783226017,57.637,61.0
98.20564498317722,57.701,61.0
97.29016621301653,57.895,61.0
96.95504180305485,57.991,61.0
95.43269415184027,58.281,61.0
95.25519051551827,58.346,61.0
95.86290468238838,58.281,61.0
96.08052731493004,58.281,61.0
96.2981927326394,58.281,61.0
96.51573389184959,58.281,61.0
96.53871726205831,58.313,61.0
94.9844570834542,58.604,61.0
94.78717970003134,58.668,61.0
94.77925581277852,58.7,61.0
93.58929235185629,58.926,61.0
92.18664806932458,59.184,61.0
92.33195304292687,59.184,61.0
92.67797584587102,59.151,61.0
92.2361470738984,59.248,61.0
92.37637781715401,59.248,61.0
92.12143235309605,59.313,61.0
90.69384239032752,59.57,61.0
90.80830359561926,59.57,61.0
90.92277920215614,59.57,61.0
90.83655265821463,59.603,61.0
90.75380668148048,59.635,61.0
91.25821982807166,59.57,61.0
89.60946570743567,59.86,61.0
89.50008981060034,59.893,61.0
89.3940951416398,59.925,61.0
89.09104878454217,59.989,61.0
88.19309101800926,60.15,61.0
87.86593908033375,60.215,61.0
87.92880177097324,60.215,61.0
87.79705252836233,60.247,61.0
86.09409458599096,60.537,61.0
84.75706368106847,60.763,61.0
84.1923464134598,60.859,61.0
84.20363522918704,60.859,61.0
84.21492108392718,60.859,61.0
84.02556679201128,60.892,61.0
83.24988555513384,61.021,61.0
84.03252886545182,60.892,61.0
84.2418156345749,60.859,61.0
84.44766281805042,60.827,61.0
86.22472784517291,60.537,61.0
88.21955499065399,60.215,61.0
88.28241386325836,60.215,61.0
88.34521576478957,60.215,61.0
90.3658633682251,59.893,61.0
90.45447091773988,59.893,61.0
90.54308408367159,59.893,61.0
90.63169619388582,59.893,61.0
90.72028119327547,59.893,61.0
90.61432267286304,59.925,61.0
89.13168901515962,60.183,61.0
89.00250362850188,60.215,61.0
89.06531369014739,60.215,61.0
89.12813367868422,60.215,61.0
88.9964083780861,60.247,61.0
87.88323993021014,60.44,61.0
87.3383357511139,60.537,61.0
87.37540489349367,60.537,61.0
87.21791646087645,60.569,61.0
86.2735310606766,60.73,61.0
85.51081613819122,60.859,61.0
85.5221045585823,60.859,61.0
85.53338565853119,60.859,61.0
85.54466673696518,60.859,61.0
85.55594784498216,60.859,61.0
85.56723368089676,60.859,61.0
85.57852131868363,60.859,61.0
85.38916217355728,60.892,61.0
84.41891897811892,61.053,61.0
83.63034860565185,61.182,61.0
83.61578475936889,61.182,61.0
85.56507235681534,60.859,61.0
85.57635330078125,60.859,61.0
86.37195569545749,60.73,61.0
86.78268916278842,60.666,61.0
85.83053068395616,60.827,61.0
86.03907386661528,60.795,61.0
87.81869263607024,60.505,61.0
88.83720710720061,60.344,61.0
89.08429739284516,60.312,61.0
89.72911639318463,60.215,61.0
89.79194759626385,60.215,61.0
89.85475370512006,60.215,61.0
89.91759622755048,60.215,61.0
90.37560295572281,60.15,61.0
91.61708196716307,59.957,61.0
92.08972963394164,59.893,61.0
92.17836490659712,59.893,61.0
92.26696928895949,59.893,61.0
92.35553794584273,59.893,61.0
92.44415909299849,59.893,61.0
92.5327719211006,59.893,61.0
92.62136110113143,59.893,61.0
92.70995469406127,59.893,61.0
91.23597667816162,60.15,61.0
90.71423274961471,60.247,61.0
89.0113108908081,60.537,61.0
89.04838730995178,60.537,61.0
89.08545915462493,60.537,61.0
89.12250314624785,60.537,61.0
89.15956288358687,60.537,61.0
89.19661502624511,60.537,61.0
91.19144310003277,60.215,61.0
91.25424926877972,60.215,61.0
93.27485449571607,59.893,61.0
94.93212916498183,59.635,61.0
95.43653993864056,59.57,61.0
97.50871450834273,59.248,61.0
97.64894682218551,59.248,61.0
97.78911958738327,59.248,61.0
95.97152845178603,59.57,61.0
96.08593968912123,59.57,61.0
97.96362934900282,59.28,61.0
98.29580492120742,59.248,61.0
98.43603770288466,59.248,61.0
98.5762131080055,59.248,61.0
99.10562223642347,59.184,61.0
98.86181197732924,59.248,61.0
99.0020727956581,59.248,61.0
98.16337458402631,59.409,61.0
97.31178530313488,59.57,61.0
97.42619555856702,59.57,61.0
97.54065477277753,59.57,61.0
96.87074494676588,59.699,61.0
95.79536406694409,59.893,61.0
93.9261698164558,60.215,61.0
93.98902916818615,60.215,61.0
92.09409771888731,60.537,61.0
92.13116009670256,60.537,61.0
92.16821899509428,60.537,61.0
93.37871767581936,60.344,61.0
92.64689536685941,60.473,61.0
91.32105791862485,60.698,61.0
90.36634364427563,60.859,61.0
88.61442260128018,61.149,61.0
88.40185258289334,61.182,61.0
86.42898430332184,61.504,61.0
86.38866299594879,61.504,61.0
84.58513704421998,61.794,61.0
84.32701364002226,61.826,61.0
84.26092549484251,61.826,61.0
83.79963920688628,61.891,61.0
83.1446395791435,61.987,61.0
82.47590905523298,62.084,61.0
82.0000602747917,62.148,61.0
81.90820065565107,62.148,61.0
81.8162733329582,62.148,61.0
81.91892990064622,62.116,61.0
83.59281716238023,61.826,61.0
83.52669388422014,61.826,61.0
83.65516628175739,61.794,61.0
84.96572062654498,61.568,61.0
85.30938077562335,61.504,61.0
87.22681090997696,61.182,61.0
87.41288974477769,61.149,61.0
88.96353058935165,60.892,61.0
89.17291299755097,60.859,61.0
89.18419455738068,60.859,61.0
89.19548044977188,60.859,61.0
89.20676974151611,60.859,61.0
89.21806043710708,60.859,61.0
89.22934632680892,60.859,61.0
89.24062713899612,60.859,61.0
89.25191491394042,60.859,61.0
89.26319604616165,60.859,61.0
89.07384059450149,60.892,61.0
87.71447970855716,61.117,61.0
88.68400202987671,60.956,61.0
88.49296213584903,60.988,61.0
87.90416005254747,61.085,61.0
87.50823626422883,61.149,61.0
87.49631063716889,61.149,61.0
88.0680694402695,61.053,61.0
89.24335083335876,60.859,61.0
89.25463191179276,60.859,61.0
89.26591275087357,60.859,61.0
89.27719747339249,60.859,61.0
89.28847997987748,60.859,61.0
91.25753622013094,60.537,61.0
91.29461323095325,60.537,61.0
93.28947488847733,60.215,61.0
95.11555965200428,59.925,61.0
95.39620856452943,59.893,61.0
95.48485547119142,59.893,61.0
97.53735507980349,59.57,61.0
97.65176383510592,59.57,61.0
97.96078741390234,59.538,61.0
98.86217171281818,59.409,61.0
98.39974015565875,59.506,61.0
98.32477455400472,59.538,61.0
98.63635809961322,59.506,61.0
98.36682006860735,59.57,61.0
98.48129188390735,59.57,61.0
97.41617768331528,59.764,61.0
98.1048566597748,59.667,61.0
98.60066251695635,59.603,61.0
98.91308300054553,59.57,61.0
98.43773156875612,59.667,61.0
97.17036561677935,59.893,61.0
96.48071373823169,60.021,61.0
95.37954600437165,60.215,61.0
95.44235217311859,60.215,61.0
95.50519472549439,60.215,61.0
95.56800099905014,60.215,61.0
95.63084350650787,60.215,61.0
95.69370182512283,60.215,61.0
95.75654448230743,60.215,61.0
95.81935060613633,60.215,61.0
95.29241948888783,60.312,61.0
93.97946282701496,60.537,61.0
94.01652827802661,60.537,61.0
93.07470826013568,60.698,61.0
93.48800002992633,60.634,61.0
94.1070579215813,60.537,61.0
94.1441016129494,60.537,61.0
94.37571911725999,60.505,61.0
94.61008208173754,60.473,61.0
94.85290983137133,60.44,61.0
94.30796887989047,60.537,61.0
94.53957417650223,60.505,61.0
94.38463804676059,60.537,61.0
94.42168170280459,60.537,61.0
94.45874098976138,60.537,61.0
94.49578374504092,60.537,61.0
94.53284962877277,60.537,61.0
94.95903189334872,60.473,61.0
94.6120748429108,60.537,61.0
94.45455781879426,60.569,61.0
94.68360221664432,60.537,61.0
94.72064581087116,60.537,61.0
94.95227231281282,60.505,61.0
96.56053582395558,60.247,61.0
96.81534997314455,60.215,61.0
96.87819295972825,60.215,61.0
96.94099929317476,60.215,61.0
97.00380552181245,60.215,61.0
97.06714819187165,60.215,61.0
96.54021872806554,60.312,61.0
97.18505151824952,60.215,61.0
95.6792151469231,60.473,61.0
94.93707700212484,60.602,61.0
94.19068063276296,60.73,61.0
95.38572177196507,60.537,61.0
